pop,cont_orig,cont_dest,site,treatment,block,plant_ID,sex,longevity,basal_lvs,stem_lvs,total_lvs,status,rep_spd,flwr_num,frt_num,frt_hadena,reproduced,smut,num_smutted_fl,leaf_herb,gen_ENMY,spec_ENMY,sire,dam,sibship,sire.pop,dam.pop,Structure_region
WHS,NorthAmerica,NorthAmerica,VA,CN,VA04,159,F,7,49.0,130.0,179.0,16.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,115,116,58,4.0,4.0,4.0
KIS,Europe,Europe,UK,CN,UK03,160,V,7,29.0,66.0,95.0,10.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,49,50,25,2.0,2.0,2.0
CRE2,Europe,NorthAmerica,VA,FI,VA08,161,M,7,41.0,98.0,139.0,15.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,25,26,13,1.0,1.0,1.0
DK5,Europe,NorthAmerica,VA,FI,VA08,162,F,7,52.0,149.0,201.0,18.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,29,30,15,2.0,2.0,2.0
SCR,NorthAmerica,NorthAmerica,VA,FI,VA01,164,F,7,13.0,25.0,38.0,11.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99,100,50,3.0,3.0,3.0
RRW,NorthAmerica,Europe,CH,CN,CH05,165,V,4,36.0,0.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,87,88,44,5.0,5.0,5.0
CQQ,NorthAmerica,NorthAmerica,CA,CN,CA07,167,M,4,10.0,20.0,30.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,24,12,3.0,3.0,3.0
HNKS,NorthAmerica,Europe,CH,FI,CH03,168,F,4,34.0,54.0,88.0,10.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,41,42,21,3.0,3.0,3.0
SVL1,Europe,NorthAmerica,VA,CN,VA09,169,M,7,5.0,95.0,100.0,14.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,108,54,2.0,2.0,2.0
ZAG,Europe,Europe,CH,FI,CH01,170,V,3,45.0,0.0,45.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,117,118,59,2.0,2.0,2.0
ORNOL,NorthAmerica,Europe,UK,CN,UK11,171,V,2,27.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63,64,32,3.0,3.0,3.0
SG,Europe,NorthAmerica,VA,FI,VA07,172,M,7,27.0,55.0,82.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,101,102,51,1.0,1.0,1.0
SAL,Europe,Europe,UK,CN,UK10,173,F,7,54.0,355.0,409.0,18.0,21.0,11.0,37.0,1.0,3.0,0.0,0.0,7.0,3.0,1.0,93,94,47,1.0,1.0,1.0
FMN,NorthAmerica,NorthAmerica,VA,FI,VA03,174,M,7,34.0,109.0,143.0,15.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,35,36,18,4.0,4.0,4.0
AOFT,NorthAmerica,Europe,CH,FI,CH07,175,V,3,25.0,10.0,35.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,4,2,3.0,3.0,3.0
SCR,NorthAmerica,Europe,UK,FI,UK01,176,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,100,50,3.0,3.0,3.0
PRT,Europe,Europe,CH,FI,CH05,177,V,2,0.0,16.0,16.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,75,76,38,1.0,1.0,1.0
ORNOL,NorthAmerica,Europe,UK,CN,UK11,178,V,2,21.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,63,64,32,3.0,3.0,3.0
CQQ,NorthAmerica,NorthAmerica,VA,CN,VA07,179,M,7,34.0,86.0,120.0,14.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23,24,12,3.0,3.0,3.0
23S,NorthAmerica,Europe,CH,CN,CH06,180,F,6,40.0,341.0,381.0,14.0,18.0,8.0,56.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,1,2,1,3.0,3.0,3.0
BDA,Europe,Europe,UK,FI,UK10,181,F,7,33.0,909.0,942.0,22.0,7.0,10.0,36.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,5,6,3,2.0,2.0,2.0
PDRV,NorthAmerica,NorthAmerica,CA,CN,CA02,182,M,7,64.0,51.0,115.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,67,68,34,5.0,5.0,5.0
SAL,Europe,Europe,CH,CN,CH06,186,F,6,39.0,48.0,87.0,11.0,18.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,93,94,47,1.0,1.0,1.0
CQQ,NorthAmerica,NorthAmerica,VA,CN,VA08,187,M,7,71.0,144.0,215.0,16.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,23,24,12,3.0,3.0,3.0
FMN,NorthAmerica,Europe,CH,CN,CH03,188,M,3,20.0,26.0,46.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,36,18,4.0,4.0,4.0
CCMI,NorthAmerica,Europe,CH,FI,CH10,189,F,6,10.0,88.0,98.0,18.0,6.0,2.0,9.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,11,12,6,4.0,4.0,4.0
SG,Europe,Europe,UK,CN,UK09,191,V,3,54.0,0.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,101,102,51,1.0,1.0,1.0
ORNOL,NorthAmerica,NorthAmerica,CA,CN,CA11,193,M,5,26.0,31.0,57.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63,64,32,3.0,3.0,3.0
RNY,NorthAmerica,Europe,UK,FI,UK11,194,M,7,42.0,114.0,156.0,12.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,81,82,41,4.0,4.0,4.0
RNY,NorthAmerica,Europe,CH,FI,CH11,196,V,3,15.0,20.0,35.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,81,82,41,4.0,4.0,4.0
ROS,Europe,Europe,UK,CN,UK03,197,M,7,20.0,89.0,109.0,15.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,85,86,43,1.0,1.0,1.0
CHELD1,NorthAmerica,Europe,UK,FI,UK10,201,V,3,14.0,7.0,21.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17,18,9,3.0,3.0,3.0
MAI,Europe,Europe,CH,CN,CH07,204,F,2,19.0,22.0,41.0,5.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53,54,27,1.0,1.0,1.0
MSP,NorthAmerica,Europe,CH,CN,CH07,205,F,3,14.0,24.0,38.0,7.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,59,60,30,3.0,3.0,3.0
RUZ,Europe,Europe,CH,CN,CH10,207,F,7,21.0,70.0,91.0,13.0,21.0,0.0,5.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,89,90,45,1.0,1.0,1.0
NAS,NorthAmerica,NorthAmerica,CA,CN,CA05,208,F,6,76.0,59.0,135.0,11.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,61,62,31,3.0,3.0,3.0
RDGP,NorthAmerica,Europe,CH,CN,CH09,209,V,2,26.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,77,78,39,3.0,3.0,3.0
SAL,Europe,Europe,CH,FI,CH12,210,V,2,17.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,93,94,47,1.0,1.0,1.0
CRE2,Europe,NorthAmerica,CA,CN,CA05,211,M,7,96.0,70.0,166.0,10.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,25,26,13,1.0,1.0,1.0
SRVR2,NorthAmerica,NorthAmerica,VA,FI,VA09,212,M,7,20.0,46.0,66.0,13.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105,106,53,1.0,1.0,1.0
NAS,NorthAmerica,NorthAmerica,VA,CN,VA06,213,F,7,100.0,233.0,333.0,15.0,28.0,0.0,18.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,61,62,31,3.0,3.0,3.0
BZE,Europe,NorthAmerica,CA,FI,CA01,215,F,7,45.0,15.0,60.0,12.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9,10,5,2.0,2.0,2.0
WHS,NorthAmerica,NorthAmerica,VA,FI,VA04,217,M,3,54.0,44.0,98.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,115,116,58,4.0,4.0,4.0
PRG,Europe,Europe,CH,CN,CH04,219,V,5,36.0,12.0,48.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,73,74,37,2.0,2.0,2.0
AOFT,NorthAmerica,Europe,CH,FI,CH07,220,V,3,14.0,25.0,39.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,4,2,3.0,3.0,3.0
GODA,Europe,Europe,UK,CN,UK11,222,F,6,50.0,94.0,144.0,11.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,39,40,20,1.0,1.0,1.0
SCR,NorthAmerica,NorthAmerica,CA,CN,CA10,224,M,6,65.0,22.0,87.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,99,100,50,3.0,3.0,3.0
MON,Europe,NorthAmerica,VA,FI,VA10,225,F,7,40.0,163.0,203.0,19.0,7.0,5.0,8.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,57,58,29,1.0,1.0,1.0
ZAG,Europe,NorthAmerica,VA,FI,VA12,226,V,3,93.0,46.0,139.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,118,59,2.0,2.0,2.0
SCR,NorthAmerica,Europe,CH,FI,CH01,228,V,2,13.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,100,50,3.0,3.0,3.0
PLZ,Europe,Europe,CH,FI,CH09,229,F,5,22.0,20.0,42.0,8.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,71,72,36,2.0,2.0,2.0
SG,Europe,Europe,UK,FI,UK05,230,V,2,7.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,102,51,1.0,1.0,1.0
PRG,Europe,NorthAmerica,VA,CN,VA04,231,M,7,53.0,113.0,166.0,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,73,74,37,2.0,2.0,2.0
ORNOL,NorthAmerica,Europe,CH,FI,CH11,233,V,3,19.0,0.0,19.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,63,64,32,3.0,3.0,3.0
GAP,Europe,NorthAmerica,VA,FI,VA05,234,V,3,56.0,16.0,72.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,37,38,19,1.0,1.0,1.0
PRT,Europe,Europe,CH,FI,CH02,235,V,3,10.0,12.0,22.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,75,76,38,1.0,1.0,1.0
RUZ,Europe,Europe,CH,CN,CH11,236,V,2,18.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89,90,45,1.0,1.0,1.0
PRG,Europe,Europe,CH,FI,CH01,237,V,2,28.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,73,74,37,2.0,2.0,2.0
SASB,NorthAmerica,NorthAmerica,CA,CN,CA09,238,M,7,87.0,75.0,162.0,12.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,97,98,49,5.0,5.0,5.0
SG,Europe,NorthAmerica,CA,FI,CA12,239,V,7,51.0,49.0,100.0,11.0,21.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,101,102,51,1.0,1.0,1.0
SCR,NorthAmerica,Europe,CH,FI,CH01,240,V,3,38.0,10.0,48.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,100,50,3.0,3.0,3.0
RNKE,NorthAmerica,Europe,CH,FI,CH08,242,F,5,25.0,126.0,151.0,13.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,79,80,40,3.0,3.0,3.0
CQQ,NorthAmerica,Europe,CH,FI,CH08,243,F,6,22.0,36.0,58.0,11.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,23,24,12,3.0,3.0,3.0
PDRV,NorthAmerica,Europe,CH,CN,CH02,245,V,1,2.0,12.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,68,34,5.0,5.0,5.0
WHS,NorthAmerica,NorthAmerica,VA,FI,VA04,246,F,7,96.0,181.0,277.0,20.0,7.0,1.0,18.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,115,116,58,4.0,4.0,4.0
ORNOL,NorthAmerica,Europe,CH,CN,CH11,247,V,2,2.0,34.0,36.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,63,64,32,3.0,3.0,3.0
PLZ,Europe,NorthAmerica,CA,CN,CA02,248,F,7,116.0,91.0,207.0,13.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,71,72,36,2.0,2.0,2.0
SG,Europe,Europe,CH,FI,CH11,249,V,6,27.0,83.0,110.0,10.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,101,102,51,1.0,1.0,1.0
CRE2,Europe,Europe,CH,FI,CH06,251,M,5,66.0,173.0,239.0,10.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,25,26,13,1.0,1.0,1.0
CQQ,NorthAmerica,Europe,CH,CN,CH07,252,M,1,8.0,3.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,24,12,3.0,3.0,3.0
WEB,NorthAmerica,Europe,UK,FI,UK05,253,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,114,57,4.0,4.0,4.0
23S,NorthAmerica,Europe,UK,FI,UK06,255,F,7,37.0,697.0,734.0,18.0,21.0,46.0,72.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,1,2,1,3.0,3.0,3.0
JNS,NorthAmerica,Europe,CH,CN,CH03,256,F,2,11.0,18.0,29.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45,46,23,4.0,4.0,4.0
SVL1,Europe,Europe,CH,FI,CH08,257,V,4,11.0,5.0,16.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107,108,54,2.0,2.0,2.0
OSE1,Europe,NorthAmerica,VA,CN,VA10,258,V,2,26.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,65,66,33,1.0,1.0,1.0
MSP,NorthAmerica,Europe,UK,FI,UK07,259,M,7,31.0,72.0,103.0,13.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,59,60,30,3.0,3.0,3.0
SCR,NorthAmerica,NorthAmerica,CA,CN,CA10,260,M,7,27.0,40.0,67.0,10.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99,100,50,3.0,3.0,3.0
KBS,NorthAmerica,Europe,CH,FI,CH05,261,V,2,15.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47,48,24,4.0,4.0,4.0
JHN,NorthAmerica,Europe,CH,CN,CH03,262,F,3,5.0,18.0,23.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,43,44,22,4.0,4.0,4.0
AOFT,NorthAmerica,NorthAmerica,CA,FI,CA07,263,M,7,91.0,58.0,149.0,12.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3,4,2,3.0,3.0,3.0
RRW,NorthAmerica,NorthAmerica,VA,FI,VA02,264,M,7,181.0,272.0,453.0,14.0,28.0,41.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,87,88,44,5.0,5.0,5.0
PLZ,Europe,Europe,UK,FI,UK12,265,V,2,16.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,71,72,36,2.0,2.0,2.0
FMN,NorthAmerica,Europe,CH,FI,CH03,266,M,5,64.0,27.0,91.0,10.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,35,36,18,4.0,4.0,4.0
KIS,Europe,Europe,UK,CN,UK02,267,V,7,9.0,14.0,23.0,9.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,49,50,25,2.0,2.0,2.0
ROD,Europe,NorthAmerica,CA,CN,CA04,268,V,7,59.0,12.0,71.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,84,42,1.0,1.0,1.0
MLBS,NorthAmerica,NorthAmerica,CA,CN,CA06,269,M,6,63.0,31.0,94.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55,56,28,3.0,3.0,3.0
ROS,Europe,NorthAmerica,VA,CN,VA04,270,F,6,54.0,47.0,101.0,12.0,24.0,4.0,1.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,85,86,43,1.0,1.0,1.0
RNY,NorthAmerica,NorthAmerica,VA,FI,VA11,271,F,7,99.0,122.0,221.0,15.0,28.0,1.0,6.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,81,82,41,4.0,4.0,4.0
PRG,Europe,NorthAmerica,CA,CN,CA06,272,F,7,52.0,10.0,62.0,10.0,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73,74,37,2.0,2.0,2.0
ORNOL,NorthAmerica,NorthAmerica,VA,FI,VA11,273,V,2,24.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,64,32,3.0,3.0,3.0
ORNOL,NorthAmerica,NorthAmerica,VA,FI,VA11,274,M,3,18.0,26.0,44.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,63,64,32,3.0,3.0,3.0
JHN,NorthAmerica,Europe,CH,CN,CH03,275,V,2,17.0,12.0,29.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,44,22,4.0,4.0,4.0
CQQ,NorthAmerica,NorthAmerica,CA,CN,CA08,276,F,6,30.0,35.0,65.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,24,12,3.0,3.0,3.0
MSP,NorthAmerica,Europe,CH,FI,CH07,278,V,3,19.0,31.0,50.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,59,60,30,3.0,3.0,3.0
ZAG,Europe,NorthAmerica,CA,CN,CA05,279,M,7,44.0,156.0,200.0,14.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,118,59,2.0,2.0,2.0
OSE1,Europe,Europe,UK,CN,UK04,280,V,3,59.0,12.0,71.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65,66,33,1.0,1.0,1.0
KBS,NorthAmerica,Europe,UK,FI,UK05,281,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,48,24,4.0,4.0,4.0
GAP,Europe,Europe,CH,CN,CH11,282,M,2,11.0,18.0,29.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,38,19,1.0,1.0,1.0
SVL1,Europe,Europe,CH,FI,CH10,284,F,6,31.0,70.0,101.0,17.0,6.0,3.0,14.0,0.0,1.0,0.0,0.0,10.0,2.0,0.0,107,108,54,2.0,2.0,2.0
SCR,NorthAmerica,NorthAmerica,VA,CN,VA01,285,M,7,56.0,13.0,69.0,9.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,99,100,50,3.0,3.0,3.0
MAI,Europe,Europe,CH,FI,CH09,287,V,3,18.0,0.0,18.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,53,54,27,1.0,1.0,1.0
SAL,Europe,Europe,CH,CN,CH07,288,V,5,27.0,0.0,27.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,93,94,47,1.0,1.0,1.0
PLZ,Europe,Europe,CH,FI,CH04,289,V,3,36.0,0.0,36.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,71,72,36,2.0,2.0,2.0
JNS,NorthAmerica,NorthAmerica,VA,FI,VA04,291,M,7,92.0,87.0,179.0,13.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,45,46,23,4.0,4.0,4.0
MSP,NorthAmerica,Europe,CH,CN,CH07,293,M,4,11.0,29.0,40.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,59,60,30,3.0,3.0,3.0
ROD,Europe,Europe,CH,FI,CH02,294,V,2,22.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83,84,42,1.0,1.0,1.0
PDRV,NorthAmerica,Europe,UK,CN,UK02,295,V,2,0.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,67,68,34,5.0,5.0,5.0
SG,Europe,Europe,UK,FI,UK09,296,F,7,58.0,232.0,290.0,15.0,21.0,0.0,15.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,101,102,51,1.0,1.0,1.0
RRW,NorthAmerica,Europe,UK,FI,UK01,297,F,7,81.0,137.0,218.0,15.0,21.0,0.0,3.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,87,88,44,5.0,5.0,5.0
NAS,NorthAmerica,Europe,UK,FI,UK05,298,V,7,11.0,60.0,71.0,11.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,61,62,31,3.0,3.0,3.0
NAS,NorthAmerica,NorthAmerica,CA,FI,CA06,300,F,7,98.0,43.0,141.0,17.0,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,61,62,31,3.0,3.0,3.0
PRG,Europe,NorthAmerica,CA,FI,CA12,301,M,5,28.0,24.0,52.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73,74,37,2.0,2.0,2.0
CCMI,NorthAmerica,Europe,CH,CN,CH10,302,V,3,41.0,9.0,50.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,12,6,4.0,4.0,4.0
WHS,NorthAmerica,Europe,UK,FI,UK04,305,V,3,26.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,116,58,4.0,4.0,4.0
DCK,NorthAmerica,Europe,CH,CN,CH03,306,V,2,30.0,10.0,40.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,27,28,14,4.0,4.0,4.0
PRT,Europe,Europe,UK,CN,UK07,307,V,2,18.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,76,38,1.0,1.0,1.0
CHELD1,NorthAmerica,NorthAmerica,CA,FI,CA10,308,M,7,43.0,49.0,92.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17,18,9,3.0,3.0,3.0
CCMI,NorthAmerica,Europe,CH,CN,CH10,309,M,5,28.0,38.0,66.0,10.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,11,12,6,4.0,4.0,4.0
BZE,Europe,NorthAmerica,VA,FI,VA12,310,V,3,42.0,24.0,66.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,9,10,5,2.0,2.0,2.0
CQQ,NorthAmerica,Europe,CH,CN,CH07,312,M,2,9.0,12.0,21.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,23,24,12,3.0,3.0,3.0
WHS,NorthAmerica,Europe,CH,CN,CH04,313,F,3,6.0,36.0,42.0,7.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,115,116,58,4.0,4.0,4.0
SRVR2,NorthAmerica,Europe,UK,FI,UK10,314,V,1,0.0,10.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,106,53,1.0,1.0,1.0
PRT,Europe,NorthAmerica,VA,CN,VA10,315,F,4,16.0,27.0,43.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,75,76,38,1.0,1.0,1.0
CRE2,Europe,NorthAmerica,CA,FI,CA10,316,V,7,107.0,64.0,171.0,10.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,25,26,13,1.0,1.0,1.0
DCK,NorthAmerica,NorthAmerica,CA,CN,CA03,318,F,7,79.0,60.0,139.0,12.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27,28,14,4.0,4.0,4.0
BER,Europe,NorthAmerica,CA,CN,CA08,319,V,7,47.0,52.0,99.0,10.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,8,4,1.0,1.0,1.0
SRVR2,NorthAmerica,NorthAmerica,CA,CN,CA01,320,M,6,70.0,18.0,88.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,106,53,1.0,1.0,1.0
23S,NorthAmerica,Europe,UK,FI,UK06,321,F,7,61.0,508.0,569.0,16.0,21.0,0.0,2.0,0.0,2.0,2.0,9.0,5.0,0.0,2.0,1,2,1,3.0,3.0,3.0
NAS,NorthAmerica,Europe,CH,CN,CH06,322,M,5,0.0,83.0,83.0,13.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,61,62,31,3.0,3.0,3.0
JHN,NorthAmerica,NorthAmerica,CA,FI,CA03,323,V,7,79.0,8.0,87.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,44,22,4.0,4.0,4.0
