pop,cont_orig,cont_dest,site,treatment,block,plant_ID,sex,longevity,basal_lvs,stem_lvs,total_lvs,status,rep_spd,flwr_num,frt_num,frt_hadena,reproduced,smut,num_smutted_fl,leaf_herb,gen_ENMY,spec_ENMY,sire,dam,sibship,sire.pop,dam.pop,Structure_region
WHS,NorthAmerica,Europe,UK,FI,UK04,2396,V,5,21.0,24.0,45.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,115,116,58,4.0,4.0,4.0
ROS,Europe,Europe,UK,FI,UK09,2397,V,7,56.0,84.0,140.0,10.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,85,86,43,1.0,1.0,1.0
SG,Europe,NorthAmerica,VA,CN,VA07,2399,V,5,43.0,17.0,60.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,101,102,51,1.0,1.0,1.0
GAP,Europe,Europe,UK,FI,UK04,2400,F,7,43.0,131.0,174.0,16.0,14.0,2.0,5.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,37,38,19,1.0,1.0,1.0
DK5,Europe,NorthAmerica,VA,FI,VA05,2401,F,7,82.0,89.0,171.0,15.0,28.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,29,30,15,2.0,2.0,2.0
ROS,Europe,NorthAmerica,CA,CN,CA08,2402,M,7,42.0,25.0,67.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,86,43,1.0,1.0,1.0
AOFT,NorthAmerica,NorthAmerica,CA,FI,CA07,2406,F,7,90.0,107.0,197.0,17.0,7.0,3.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,4,2,3.0,3.0,3.0
PRT,Europe,NorthAmerica,VA,CN,VA10,2409,V,3,9.0,18.0,27.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75,76,38,1.0,1.0,1.0
PRT,Europe,NorthAmerica,CA,CN,CA07,2417,V,7,41.0,0.0,41.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,75,76,38,1.0,1.0,1.0
PRG,Europe,NorthAmerica,VA,CN,VA11,2418,M,7,65.0,47.0,112.0,13.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,73,74,37,2.0,2.0,2.0
MSP,NorthAmerica,NorthAmerica,CA,CN,CA07,2419,F,6,48.0,14.0,62.0,10.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,59,60,30,3.0,3.0,3.0
MON,Europe,NorthAmerica,VA,CN,VA09,2425,F,7,98.0,75.0,173.0,15.0,28.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,57,58,29,1.0,1.0,1.0
EGR,Europe,NorthAmerica,VA,CN,VA05,2428,F,7,23.0,78.0,101.0,20.0,7.0,3.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,33,34,17,2.0,2.0,2.0
PRG,Europe,NorthAmerica,VA,CN,VA03,2430,F,7,50.0,20.0,70.0,13.0,28.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,73,74,37,2.0,2.0,2.0
PRT,Europe,NorthAmerica,CA,CN,CA05,2432,V,7,17.0,7.0,24.0,9.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,75,76,38,1.0,1.0,1.0
SVL1,Europe,NorthAmerica,CA,CN,CA10,2433,M,7,40.0,46.0,86.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,107,108,54,2.0,2.0,2.0
CHELD2,NorthAmerica,NorthAmerica,CA,FI,CA08,2435,M,7,56.0,63.0,119.0,10.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19,20,10,3.0,3.0,3.0
FMN,NorthAmerica,NorthAmerica,VA,FI,VA03,2439,M,5,37.0,51.0,88.0,9.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,35,36,18,4.0,4.0,4.0
CCMI,NorthAmerica,NorthAmerica,VA,CN,VA10,2441,M,7,64.0,107.0,171.0,16.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11,12,6,4.0,4.0,4.0
JNS,NorthAmerica,Europe,UK,CN,UK08,2443,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,46,23,4.0,4.0,4.0
SCR,NorthAmerica,NorthAmerica,VA,CN,VA01,2444,M,5,58.0,32.0,90.0,8.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99,100,50,3.0,3.0,3.0
CHELD2,NorthAmerica,NorthAmerica,VA,FI,VA08,2450,M,5,35.0,101.0,136.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,20,10,3.0,3.0,3.0
CCMI,NorthAmerica,NorthAmerica,VA,FI,VA10,2451,M,7,75.0,193.0,268.0,17.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,11,12,6,4.0,4.0,4.0
RVVW,NorthAmerica,NorthAmerica,VA,FI,VA02,2452,M,5,40.0,15.0,55.0,10.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91,92,46,5.0,5.0,5.0
CQQ,NorthAmerica,NorthAmerica,VA,FI,VA07,2454,M,7,36.0,54.0,90.0,12.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,23,24,12,3.0,3.0,3.0
BER,Europe,NorthAmerica,VA,CN,VA09,2455,V,7,23.0,54.0,77.0,10.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,7,8,4,1.0,1.0,1.0
SASA,NorthAmerica,NorthAmerica,VA,CN,VA01,2456,V,7,57.0,45.0,102.0,11.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,95,96,48,5.0,5.0,5.0
MLBS,NorthAmerica,Europe,UK,CN,UK06,2457,V,2,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,55,56,28,3.0,3.0,3.0
CCMI,NorthAmerica,NorthAmerica,CA,FI,CA10,2458,F,7,90.0,58.0,148.0,16.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,11,12,6,4.0,4.0,4.0
MSP,NorthAmerica,Europe,CH,CN,CH07,2460,V,7,41.0,72.0,113.0,12.0,21.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,59,60,30,3.0,3.0,3.0
RNY,NorthAmerica,NorthAmerica,CA,FI,CA11,2461,M,7,90.0,88.0,178.0,10.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,81,82,41,4.0,4.0,4.0
EGR,Europe,NorthAmerica,CA,CN,CA10,2463,M,7,10.0,63.0,73.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,33,34,17,2.0,2.0,2.0
DK5,Europe,NorthAmerica,VA,FI,VA12,2464,F,7,81.0,150.0,231.0,15.0,28.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,29,30,15,2.0,2.0,2.0
CCMI,NorthAmerica,NorthAmerica,CA,CN,CA01,2465,F,6,33.0,27.0,60.0,13.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,12,6,4.0,4.0,4.0
CQQ,NorthAmerica,Europe,CH,CN,CH07,2467,F,2,3.0,28.0,31.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,24,12,3.0,3.0,3.0
SASB,NorthAmerica,NorthAmerica,VA,CN,VA09,2468,V,5,12.0,29.0,41.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,97,98,49,5.0,5.0,5.0
MLBS,NorthAmerica,NorthAmerica,VA,FI,VA06,2469,M,7,155.0,229.0,384.0,12.0,28.0,23.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,55,56,28,3.0,3.0,3.0
CHELD1,NorthAmerica,NorthAmerica,VA,CN,VA10,2470,M,7,55.0,138.0,193.0,15.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,17,18,9,3.0,3.0,3.0
BZE,Europe,Europe,CH,FI,CH05,2471,F,5,26.0,16.0,42.0,9.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,9,10,5,2.0,2.0,2.0
WEB,NorthAmerica,NorthAmerica,CA,CN,CA05,2473,F,7,83.0,44.0,127.0,14.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,113,114,57,4.0,4.0,4.0
WEB,NorthAmerica,Europe,UK,FI,UK05,2474,V,2,15.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,114,57,4.0,4.0,4.0
RDGP,NorthAmerica,NorthAmerica,CA,CN,CA09,2475,F,7,50.0,131.0,181.0,19.0,7.0,4.0,14.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,77,78,39,3.0,3.0,3.0
PLZ,Europe,NorthAmerica,CA,CN,CA05,2476,M,6,52.0,39.0,91.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,72,36,2.0,2.0,2.0
ROS,Europe,Europe,UK,FI,UK01,2477,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,86,43,1.0,1.0,1.0
BZE,Europe,Europe,CH,FI,CH02,2478,F,5,0.0,60.0,60.0,15.0,5.0,0.0,10.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,9,10,5,2.0,2.0,2.0
PLZ,Europe,NorthAmerica,VA,CN,VA03,2479,F,7,63.0,58.0,121.0,15.0,7.0,1.0,2.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,71,72,36,2.0,2.0,2.0
RNY,NorthAmerica,Europe,CH,CN,CH11,2482,M,6,13.0,22.0,35.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,81,82,41,4.0,4.0,4.0
WHS,NorthAmerica,NorthAmerica,VA,FI,VA03,2483,M,6,22.0,44.0,66.0,11.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115,116,58,4.0,4.0,4.0
RNY,NorthAmerica,NorthAmerica,CA,CN,CA12,2485,V,6,88.0,30.0,118.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,81,82,41,4.0,4.0,4.0
WEB,NorthAmerica,NorthAmerica,VA,FI,VA05,2486,M,6,67.0,133.0,200.0,12.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,113,114,57,4.0,4.0,4.0
ZAG,Europe,Europe,UK,FI,UK10,2487,F,7,23.0,880.0,903.0,22.0,7.0,6.0,66.0,2.0,3.0,0.0,0.0,4.0,0.0,1.0,117,118,59,2.0,2.0,2.0
RDGP,NorthAmerica,Europe,CH,FI,CH09,2488,V,2,22.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77,78,39,3.0,3.0,3.0
CHELD2,NorthAmerica,NorthAmerica,CA,CN,CA08,2489,M,6,103.0,15.0,118.0,8.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19,20,10,3.0,3.0,3.0
SG,Europe,NorthAmerica,CA,FI,CA02,2490,V,7,40.0,35.0,75.0,10.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,101,102,51,1.0,1.0,1.0
ROS,Europe,NorthAmerica,CA,CN,CA02,2491,F,7,42.0,61.0,103.0,14.0,7.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,85,86,43,1.0,1.0,1.0
GAP,Europe,NorthAmerica,VA,FI,VA08,2492,V,2,30.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,38,19,1.0,1.0,1.0
RNY,NorthAmerica,Europe,UK,FI,UK11,2493,V,1,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,82,41,4.0,4.0,4.0
MSP,NorthAmerica,NorthAmerica,VA,FI,VA07,2494,V,2,58.0,0.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59,60,30,3.0,3.0,3.0
DCK,NorthAmerica,Europe,UK,CN,UK03,2495,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,28,14,4.0,4.0,4.0
CHELD2,NorthAmerica,NorthAmerica,CA,FI,CA08,2496,M,5,71.0,23.0,94.0,7.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,20,10,3.0,3.0,3.0
CHELL,NorthAmerica,Europe,CH,FI,CH12,2497,V,3,23.0,0.0,23.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21,22,11,3.0,3.0,3.0
SG,Europe,NorthAmerica,VA,CN,VA01,2498,V,5,57.0,19.0,76.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,101,102,51,1.0,1.0,1.0
BER,Europe,Europe,CH,FI,CH09,2500,V,2,24.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,8,4,1.0,1.0,1.0
SRVR2,NorthAmerica,NorthAmerica,CA,FI,CA10,2501,F,7,116.0,45.0,161.0,13.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,105,106,53,1.0,1.0,1.0
23S,NorthAmerica,NorthAmerica,VA,CN,VA06,2502,M,7,37.0,395.0,432.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1,2,1,3.0,3.0,3.0
JHN,NorthAmerica,Europe,CH,FI,CH04,2503,F,2,18.0,30.0,48.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,44,22,4.0,4.0,4.0
ZAG,Europe,NorthAmerica,CA,CN,CA09,2504,M,7,116.0,963.0,1079.0,15.0,7.0,46.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,117,118,59,2.0,2.0,2.0
PRT,Europe,Europe,UK,FI,UK03,2505,V,7,24.0,57.0,81.0,11.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,75,76,38,1.0,1.0,1.0
23S,NorthAmerica,NorthAmerica,VA,CN,VA06,2507,F,7,99.0,256.0,355.0,15.0,28.0,6.0,29.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,1,2,1,3.0,3.0,3.0
WEB,NorthAmerica,NorthAmerica,VA,FI,VA05,2508,F,7,11.0,59.0,70.0,12.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,113,114,57,4.0,4.0,4.0
MLBS,NorthAmerica,Europe,UK,CN,UK09,2509,V,5,73.0,1.0,74.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,55,56,28,3.0,3.0,3.0
CRE2,Europe,Europe,UK,FI,UK12,2510,M,7,53.0,60.0,113.0,13.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,25,26,13,1.0,1.0,1.0
EGR,Europe,Europe,CH,CN,CH04,2511,M,2,13.0,13.0,26.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,33,34,17,2.0,2.0,2.0
DK5,Europe,Europe,UK,CN,UK08,2512,V,6,40.0,54.0,94.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,29,30,15,2.0,2.0,2.0
RNKE,NorthAmerica,NorthAmerica,VA,CN,VA08,2513,M,7,52.0,85.0,137.0,12.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,79,80,40,3.0,3.0,3.0
RNKE,NorthAmerica,NorthAmerica,CA,CN,CA08,2514,M,5,7.0,69.0,76.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79,80,40,3.0,3.0,3.0
ZAG,Europe,NorthAmerica,VA,FI,VA11,2515,F,7,155.0,241.0,396.0,15.0,28.0,2.0,5.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,117,118,59,2.0,2.0,2.0
KBS,NorthAmerica,Europe,CH,FI,CH11,2520,F,6,10.0,55.0,65.0,15.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,47,48,24,4.0,4.0,4.0
ORNOL,NorthAmerica,NorthAmerica,VA,FI,VA11,2521,V,5,19.0,10.0,29.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63,64,32,3.0,3.0,3.0
RRW,NorthAmerica,Europe,UK,CN,UK02,2523,F,5,35.0,74.0,109.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,87,88,44,5.0,5.0,5.0
PDRV,NorthAmerica,Europe,CH,CN,CH02,2524,F,3,12.0,12.0,24.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,67,68,34,5.0,5.0,5.0
23S,NorthAmerica,NorthAmerica,VA,FI,VA06,2525,F,7,36.0,263.0,299.0,14.0,28.0,6.0,10.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1,2,1,3.0,3.0,3.0
OSE1,Europe,NorthAmerica,VA,CN,VA03,2526,V,4,30.0,5.0,35.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65,66,33,1.0,1.0,1.0
MLBS,NorthAmerica,NorthAmerica,VA,CN,VA06,2529,F,7,92.0,88.0,180.0,20.0,7.0,0.0,10.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,55,56,28,3.0,3.0,3.0
MON,Europe,NorthAmerica,VA,CN,VA11,2530,F,7,37.0,93.0,130.0,18.0,7.0,0.0,8.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,57,58,29,1.0,1.0,1.0
RVVW,NorthAmerica,Europe,CH,CN,CH02,2531,M,2,2.0,18.0,20.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,91,92,46,5.0,5.0,5.0
WEB,NorthAmerica,NorthAmerica,CA,FI,CA05,2532,M,6,110.0,102.0,212.0,10.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113,114,57,4.0,4.0,4.0
RVVW,NorthAmerica,Europe,CH,CN,CH02,2533,F,2,2.0,20.0,22.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91,92,46,5.0,5.0,5.0
MSP,NorthAmerica,Europe,UK,CN,UK07,2534,M,5,37.0,86.0,123.0,10.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,59,60,30,3.0,3.0,3.0
ROD,Europe,NorthAmerica,CA,FI,CA08,2537,V,7,120.0,13.0,133.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,83,84,42,1.0,1.0,1.0
CHELL,NorthAmerica,NorthAmerica,VA,FI,VA12,2538,M,7,99.0,143.0,242.0,12.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,21,22,11,3.0,3.0,3.0
CHELL,NorthAmerica,NorthAmerica,VA,CN,VA12,2539,M,7,22.0,88.0,110.0,14.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,21,22,11,3.0,3.0,3.0
KBS,NorthAmerica,NorthAmerica,CA,FI,CA09,2541,F,7,85.0,123.0,208.0,15.0,28.0,5.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,47,48,24,4.0,4.0,4.0
MLBS,NorthAmerica,Europe,CH,CN,CH06,2542,F,6,90.0,58.0,148.0,13.0,18.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,55,56,28,3.0,3.0,3.0
PLZ,Europe,Europe,CH,FI,CH03,2544,M,5,55.0,49.0,104.0,8.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,71,72,36,2.0,2.0,2.0
CQQ,NorthAmerica,Europe,CH,FI,CH08,2545,V,2,0.0,46.0,46.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,24,12,3.0,3.0,3.0
CQQ,NorthAmerica,Europe,UK,CN,UK08,2546,F,6,15.0,38.0,53.0,13.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,23,24,12,3.0,3.0,3.0
BER,Europe,Europe,CH,CN,CH08,2548,V,3,12.0,0.0,12.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7,8,4,1.0,1.0,1.0
SCR,NorthAmerica,NorthAmerica,CA,FI,CA05,2549,F,7,99.0,161.0,260.0,17.0,7.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99,100,50,3.0,3.0,3.0
KBS,NorthAmerica,NorthAmerica,VA,CN,VA05,2551,M,7,82.0,98.0,180.0,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,47,48,24,4.0,4.0,4.0
SG,Europe,NorthAmerica,VA,CN,VA11,2552,F,7,68.0,199.0,267.0,17.0,7.0,1.0,4.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,101,102,51,1.0,1.0,1.0
WHS,NorthAmerica,NorthAmerica,CA,CN,CA04,2553,F,6,39.0,11.0,50.0,8.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,116,58,4.0,4.0,4.0
CRE2,Europe,NorthAmerica,CA,FI,CA10,2554,F,7,116.0,58.0,174.0,13.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,25,26,13,1.0,1.0,1.0
RNY,NorthAmerica,Europe,UK,CN,UK12,2555,V,2,11.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,82,41,4.0,4.0,4.0
BER,Europe,Europe,CH,FI,CH05,2558,F,6,4.0,71.0,75.0,12.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,7,8,4,1.0,1.0,1.0
NAS,NorthAmerica,NorthAmerica,VA,CN,VA05,2559,V,2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,62,31,3.0,3.0,3.0
AOFT,NorthAmerica,Europe,UK,FI,UK07,2561,M,6,40.0,532.0,572.0,16.0,6.0,4.0,0.0,0.0,0.0,2.0,46.0,9.0,1.0,2.0,3,4,2,3.0,3.0,3.0
RDGP,NorthAmerica,NorthAmerica,CA,FI,CA01,2562,M,7,105.0,86.0,191.0,13.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,77,78,39,3.0,3.0,3.0
MLBS,NorthAmerica,NorthAmerica,VA,FI,VA06,2563,M,7,68.0,139.0,207.0,13.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,55,56,28,3.0,3.0,3.0
RRW,NorthAmerica,NorthAmerica,VA,FI,VA01,2564,F,7,96.0,57.0,153.0,15.0,28.0,0.0,9.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,87,88,44,5.0,5.0,5.0
JNS,NorthAmerica,Europe,UK,CN,UK04,2565,V,5,25.0,6.0,31.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,45,46,23,4.0,4.0,4.0
SVL1,Europe,Europe,CH,CN,CH03,2567,V,3,37.0,0.0,37.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,107,108,54,2.0,2.0,2.0
BER,Europe,Europe,CH,CN,CH03,2569,M,7,44.0,216.0,260.0,13.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7,8,4,1.0,1.0,1.0
PRG,Europe,Europe,UK,FI,UK09,2570,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,74,37,2.0,2.0,2.0
ORNOL,NorthAmerica,Europe,UK,CN,UK11,2571,V,3,18.0,8.0,26.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,63,64,32,3.0,3.0,3.0
23S,NorthAmerica,NorthAmerica,VA,CN,VA06,2573,M,7,84.0,210.0,294.0,12.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,1,2,1,3.0,3.0,3.0
FMN,NorthAmerica,NorthAmerica,VA,FI,VA03,2575,M,7,47.0,48.0,95.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,36,18,4.0,4.0,4.0
RNY,NorthAmerica,NorthAmerica,CA,CN,CA11,2576,M,5,48.0,34.0,82.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,81,82,41,4.0,4.0,4.0
PLZ,Europe,Europe,CH,FI,CH08,2577,V,2,13.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,71,72,36,2.0,2.0,2.0
SAL,Europe,NorthAmerica,CA,FI,CA05,2578,F,6,97.0,19.0,116.0,10.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93,94,47,1.0,1.0,1.0
RRW,NorthAmerica,Europe,CH,FI,CH02,2579,M,3,11.0,28.0,39.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87,88,44,5.0,5.0,5.0
MSP,NorthAmerica,NorthAmerica,CA,FI,CA07,2580,F,6,73.0,41.0,114.0,10.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,59,60,30,3.0,3.0,3.0
CCMI,NorthAmerica,NorthAmerica,VA,CN,VA10,2582,M,5,23.0,31.0,54.0,9.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,11,12,6,4.0,4.0,4.0
MSP,NorthAmerica,NorthAmerica,VA,FI,VA07,2584,F,7,21.0,49.0,70.0,13.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,9.0,2.0,0.0,59,60,30,3.0,3.0,3.0
KIS,Europe,NorthAmerica,VA,CN,VA09,2585,V,7,9.0,66.0,75.0,13.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,49,50,25,2.0,2.0,2.0
RVVW,NorthAmerica,Europe,CH,FI,CH02,2586,M,2,9.0,20.0,29.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,91,92,46,5.0,5.0,5.0
CCMI,NorthAmerica,Europe,UK,FI,UK10,2587,M,2,24.0,71.0,95.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,11,12,6,4.0,4.0,4.0
